,Q2,Q3,Q4,rawData
375,1884,NaN,NaN,NaN
376,760,NaN,NaN,NaN
377,820,NaN,NaN,NaN
378,914,NaN,NaN,NaN
379,2108,NaN,NaN,NaN
380,994,NaN,NaN,NaN
381,928,NaN,NaN,NaN
382,735,NaN,NaN,NaN
383,1887,NaN,NaN,NaN
384,946,NaN,NaN,NaN
385,1054,NaN,NaN,NaN
386,981,NaN,NaN,NaN
387,1992,NaN,NaN,NaN
388,1067,NaN,NaN,NaN
389,1038,NaN,NaN,NaN
390,819,NaN,NaN,NaN
391,2317,NaN,NaN,NaN
392,1088,NaN,NaN,NaN
393,1095,NaN,NaN,NaN
394,920,NaN,NaN,NaN
395,2247,NaN,NaN,NaN
396,1042,NaN,NaN,NaN
397,826,NaN,NaN,NaN
398,1228,NaN,NaN,NaN
399,2219,NaN,NaN,NaN
400,1080,NaN,NaN,NaN
401,839,NaN,NaN,NaN
402,966,NaN,NaN,NaN
403,2043,NaN,NaN,NaN
404,873,NaN,NaN,NaN
405,1013,NaN,NaN,NaN
406,737,NaN,NaN,NaN
407,2306,NaN,NaN,NaN
408,1035,NaN,NaN,NaN
409,1032,NaN,NaN,NaN
410,1013,NaN,NaN,NaN
411,2140,NaN,NaN,NaN
412,1159,NaN,NaN,NaN
413,985,NaN,NaN,NaN
414,890,NaN,NaN,NaN
415,2348,NaN,NaN,NaN
416,989,NaN,NaN,NaN
417,1001,NaN,NaN,NaN
418,785,NaN,NaN,NaN
419,2143,NaN,NaN,NaN
420,1060,NaN,NaN,NaN
421,809,NaN,NaN,NaN
422,818,NaN,NaN,NaN
423,2158,NaN,NaN,NaN
424,1093,NaN,NaN,NaN
425,929,NaN,NaN,NaN
426,747,NaN,NaN,NaN
427,2191,NaN,NaN,NaN
428,1080,NaN,NaN,NaN
429,1048,NaN,NaN,NaN
430,1112,NaN,NaN,NaN
431,2055,NaN,NaN,NaN
432,1083,NaN,NaN,NaN
433,1237,NaN,NaN,NaN
434,1130,NaN,NaN,NaN
435,2171,NaN,NaN,NaN
436,1495,NaN,NaN,NaN
437,789,NaN,NaN,NaN
438,1162,NaN,NaN,NaN
439,2108,NaN,NaN,NaN
440,1272,NaN,NaN,NaN
441,716,NaN,NaN,NaN
442,801,NaN,NaN,NaN
443,2488,NaN,NaN,NaN
444,1005,NaN,NaN,NaN
445,1077,NaN,NaN,NaN
446,781,NaN,NaN,NaN
447,2146,NaN,NaN,NaN
448,771,NaN,NaN,NaN
449,928,NaN,NaN,NaN
450,1097,NaN,NaN,NaN
451,2361,NaN,NaN,NaN
452,1203,NaN,NaN,NaN
453,1000,NaN,NaN,NaN
454,798,NaN,NaN,NaN
455,2245,NaN,NaN,NaN
456,982,NaN,NaN,NaN
457,976,NaN,NaN,NaN
458,934,NaN,NaN,NaN
459,2260,NaN,NaN,NaN
460,945,NaN,NaN,NaN
461,1002,NaN,NaN,NaN
462,894,NaN,NaN,NaN
463,2376,NaN,NaN,NaN
464,785,NaN,NaN,NaN
465,916,NaN,NaN,NaN
466,1173,NaN,NaN,NaN
467,2463,NaN,NaN,NaN
468,984,NaN,NaN,NaN
469,874,NaN,NaN,NaN
470,791,NaN,NaN,NaN
471,2330,NaN,NaN,NaN
472,992,NaN,NaN,NaN
473,847,NaN,NaN,NaN
474,1046,NaN,NaN,NaN
475,2419,NaN,NaN,NaN
476,1004,NaN,NaN,NaN
477,836,NaN,NaN,NaN
478,1016,NaN,NaN,NaN
479,2657,NaN,NaN,NaN
480,964,NaN,NaN,NaN
481,1071,NaN,NaN,NaN
482,784,NaN,NaN,NaN
483,2650,NaN,NaN,NaN
484,1170,NaN,NaN,NaN
485,1122,NaN,NaN,NaN
486,942,NaN,NaN,NaN
487,2414,NaN,NaN,NaN
488,1122,NaN,NaN,NaN
489,891,NaN,NaN,NaN
490,1077,NaN,NaN,NaN
491,2337,NaN,NaN,NaN
492,991,NaN,NaN,NaN
493,920,NaN,NaN,NaN
494,950,NaN,NaN,NaN
495,2408,NaN,NaN,NaN
496,1253,NaN,NaN,NaN
497,781,NaN,NaN,NaN
498,1126,NaN,NaN,NaN
499,2659,NaN,NaN,NaN
500,1327,NaN,NaN,NaN
501,1022,NaN,NaN,NaN
502,753,NaN,NaN,NaN
503,2448,NaN,NaN,NaN
504,1089,NaN,NaN,NaN
505,934,NaN,NaN,NaN
506,1038,NaN,NaN,NaN
507,2530,NaN,NaN,NaN
508,829,NaN,NaN,NaN
509,956,NaN,NaN,NaN
510,983,NaN,NaN,NaN
511,2449,NaN,NaN,NaN
512,1246,NaN,NaN,NaN
513,1073,NaN,NaN,NaN
514,934,NaN,NaN,NaN
515,2470,NaN,NaN,NaN
516,1443,NaN,NaN,NaN
517,740,NaN,NaN,NaN
518,1142,NaN,NaN,NaN
519,2600,NaN,NaN,NaN
520,1163,NaN,NaN,NaN
521,1364,NaN,NaN,NaN
522,959,NaN,NaN,NaN
523,2834,NaN,NaN,NaN
524,980,NaN,NaN,NaN
525,1095,NaN,NaN,NaN
526,871,NaN,NaN,NaN
527,2695,NaN,NaN,NaN
528,1006,NaN,NaN,NaN
529,1037,NaN,NaN,NaN
530,942,NaN,NaN,NaN
531,2499,NaN,NaN,NaN
532,1466,NaN,NaN,NaN
533,815,NaN,NaN,NaN
534,883,NaN,NaN,NaN
535,2814,NaN,NaN,NaN
536,1403,NaN,NaN,NaN
537,1093,NaN,NaN,NaN
538,1038,NaN,NaN,NaN
539,2688,NaN,NaN,NaN
540,1300,NaN,NaN,NaN
541,830,NaN,NaN,NaN
542,1205,NaN,NaN,NaN
543,2644,NaN,NaN,NaN
544,1552,NaN,NaN,NaN
545,1086,NaN,NaN,NaN
546,864,NaN,NaN,NaN
547,2566,NaN,NaN,NaN
548,1432,NaN,NaN,NaN
549,965,NaN,NaN,NaN
550,1000,NaN,NaN,NaN
551,2762,NaN,NaN,NaN
552,1200,NaN,NaN,NaN
553,1168,NaN,NaN,NaN
554,1156,NaN,NaN,NaN
555,2858,NaN,NaN,NaN
556,1311,NaN,NaN,NaN
557,836,NaN,NaN,NaN
558,897,NaN,NaN,NaN
559,2919,NaN,NaN,NaN
560,1531,NaN,NaN,NaN
561,806,NaN,NaN,NaN
562,818,NaN,NaN,NaN
563,2814,NaN,NaN,NaN
564,1198,NaN,NaN,NaN
565,896,NaN,NaN,NaN
566,1101,NaN,NaN,NaN
567,2817,NaN,NaN,NaN
568,1455,NaN,NaN,NaN
569,1032,NaN,NaN,NaN
570,897,NaN,NaN,NaN
571,3130,NaN,NaN,NaN
572,1319,NaN,NaN,NaN
573,911,NaN,NaN,NaN
574,893,NaN,NaN,NaN
575,2852,NaN,NaN,NaN
576,996,NaN,NaN,NaN
577,849,NaN,NaN,NaN
578,1007,NaN,NaN,NaN
579,3021,NaN,NaN,NaN
580,1326,NaN,NaN,NaN
581,1095,NaN,NaN,NaN
582,950,NaN,NaN,NaN
583,3123,NaN,NaN,NaN
584,1162,NaN,NaN,NaN
585,1085,NaN,NaN,NaN
586,952,NaN,NaN,NaN
587,2889,NaN,NaN,NaN
588,994,NaN,NaN,NaN
589,947,NaN,NaN,NaN
590,1008,NaN,NaN,NaN
591,2967,NaN,NaN,NaN
592,1005,NaN,NaN,NaN
593,1201,NaN,NaN,NaN
594,895,NaN,NaN,NaN
595,2916,NaN,NaN,NaN
596,1623,NaN,NaN,NaN
597,872,NaN,NaN,NaN
598,874,NaN,NaN,NaN
599,2852,NaN,NaN,NaN
600,1226,NaN,NaN,NaN
601,1148,NaN,NaN,NaN
602,862,NaN,NaN,NaN
603,2862,NaN,NaN,NaN
604,1205,NaN,NaN,NaN
605,869,NaN,NaN,NaN
606,887,NaN,NaN,NaN
607,2932,NaN,NaN,NaN
608,1508,NaN,NaN,NaN
609,943,NaN,NaN,NaN
610,837,NaN,NaN,NaN
611,2901,NaN,NaN,NaN
612,1243,NaN,NaN,NaN
613,1011,NaN,NaN,NaN
614,1031,NaN,NaN,NaN
615,2891,NaN,NaN,NaN
616,1345,NaN,NaN,NaN
617,977,NaN,NaN,NaN
618,859,NaN,NaN,NaN
619,2990,NaN,NaN,NaN
620,1223,NaN,NaN,NaN
621,942,NaN,NaN,NaN
622,1011,NaN,NaN,NaN
623,3364,NaN,NaN,NaN
624,1494,NaN,NaN,NaN
625,1071,NaN,NaN,NaN
626,859,NaN,NaN,NaN
627,2944,NaN,NaN,NaN
628,1081,NaN,NaN,NaN
629,1008,NaN,NaN,NaN
630,899,NaN,NaN,NaN
631,2911,NaN,NaN,NaN
632,1225,NaN,NaN,NaN
633,833,NaN,NaN,NaN
634,931,NaN,NaN,NaN
635,3146,NaN,NaN,NaN
636,1401,NaN,NaN,NaN
637,932,NaN,NaN,NaN
638,804,NaN,NaN,NaN
639,3303,NaN,NaN,NaN
640,1316,NaN,NaN,NaN
641,1004,NaN,NaN,NaN
642,1134,NaN,NaN,NaN
643,3477,NaN,NaN,NaN
644,990,NaN,NaN,NaN
645,851,NaN,NaN,NaN
646,785,NaN,NaN,NaN
647,3331,NaN,NaN,NaN
648,1253,NaN,NaN,NaN
649,860,NaN,NaN,NaN
650,1080,NaN,NaN,NaN
651,3403,NaN,NaN,NaN
652,1152,NaN,NaN,NaN
653,981,NaN,NaN,NaN
654,860,NaN,NaN,NaN
655,3079,NaN,NaN,NaN
656,1702,NaN,NaN,NaN
657,803,NaN,NaN,NaN
658,868,NaN,NaN,NaN
659,3379,NaN,NaN,NaN
660,1434,NaN,NaN,NaN
661,1130,NaN,NaN,NaN
662,1002,NaN,NaN,NaN
663,3407,NaN,NaN,NaN
664,1737,NaN,NaN,NaN
665,940,NaN,NaN,NaN
666,961,NaN,NaN,NaN
667,3231,NaN,NaN,NaN
668,1044,NaN,NaN,NaN
669,926,NaN,NaN,NaN
670,1138,NaN,NaN,NaN
671,3168,NaN,NaN,NaN
672,1443,NaN,NaN,NaN
673,1047,NaN,NaN,NaN
674,940,NaN,NaN,NaN
675,3469,NaN,NaN,NaN
676,1581,NaN,NaN,NaN
677,1029,NaN,NaN,NaN
678,1005,NaN,NaN,NaN
679,3457,NaN,NaN,NaN
680,982,NaN,NaN,NaN
681,1118,NaN,NaN,NaN
682,1074,NaN,NaN,NaN
683,3427,NaN,NaN,NaN
684,1600,NaN,NaN,NaN
685,1334,NaN,NaN,NaN
686,988,NaN,NaN,NaN
687,3252,NaN,NaN,NaN
688,1095,NaN,NaN,NaN
689,843,NaN,NaN,NaN
690,1069,NaN,NaN,NaN
691,3700,NaN,NaN,NaN
692,1656,NaN,NaN,NaN
693,1155,NaN,NaN,NaN
694,1247,NaN,NaN,NaN
695,3147,NaN,NaN,NaN
696,1339,NaN,NaN,NaN
697,1295,NaN,NaN,NaN
698,1075,NaN,NaN,NaN
699,3662,NaN,NaN,NaN
700,1338,NaN,NaN,NaN
701,1065,NaN,NaN,NaN
702,1080,NaN,NaN,NaN
703,3338,NaN,NaN,NaN
704,1663,NaN,NaN,NaN
705,1195,NaN,NaN,NaN
706,799,NaN,NaN,NaN
707,3587,NaN,NaN,NaN
708,1361,NaN,NaN,NaN
709,1185,NaN,NaN,NaN
710,865,NaN,NaN,NaN
711,3645,NaN,NaN,NaN
712,1400,NaN,NaN,NaN
713,1389,NaN,NaN,NaN
714,996,NaN,NaN,NaN
715,3226,NaN,NaN,NaN
716,1597,NaN,NaN,NaN
717,1155,NaN,NaN,NaN
718,1158,NaN,NaN,NaN
719,3789,NaN,NaN,NaN
720,1190,NaN,NaN,NaN
721,816,NaN,NaN,NaN
722,1163,NaN,NaN,NaN
723,3300,NaN,NaN,NaN
724,1172,NaN,NaN,NaN
725,875,NaN,NaN,NaN
726,814,NaN,NaN,NaN
727,3419,NaN,NaN,NaN
728,1576,NaN,NaN,NaN
729,948,NaN,NaN,NaN
730,900,NaN,NaN,NaN
731,3415,NaN,NaN,NaN
732,1106,NaN,NaN,NaN
733,1329,NaN,NaN,NaN
734,994,NaN,NaN,NaN
735,3465,NaN,NaN,NaN
736,1155,NaN,NaN,NaN
737,1221,NaN,NaN,NaN
738,1183,NaN,NaN,NaN
739,3796,NaN,NaN,NaN
740,1818,NaN,NaN,NaN
741,1028,NaN,NaN,NaN
742,1004,NaN,NaN,NaN
743,3760,NaN,NaN,NaN
744,1761,NaN,NaN,NaN
745,971,NaN,NaN,NaN
746,1216,NaN,NaN,NaN
747,3737,NaN,NaN,NaN
748,1244,NaN,NaN,NaN
749,891,NaN,NaN,NaN
750,1130,NaN,NaN,NaN
751,3407,NaN,NaN,NaN
752,1758,NaN,NaN,NaN
753,1094,NaN,NaN,NaN
754,1393,NaN,NaN,NaN
755,3838,NaN,NaN,NaN
756,1864,NaN,NaN,NaN
757,1216,NaN,NaN,NaN
758,1025,NaN,NaN,NaN
759,3695,NaN,NaN,NaN
760,1419,NaN,NaN,NaN
761,951,NaN,NaN,NaN
762,1112,NaN,NaN,NaN
763,3595,NaN,NaN,NaN
764,1398,NaN,NaN,NaN
765,1367,NaN,NaN,NaN
766,1363,NaN,NaN,NaN
767,3799,NaN,NaN,NaN
768,1583,NaN,NaN,NaN
769,1122,NaN,NaN,NaN
770,880,NaN,NaN,NaN
771,3696,NaN,NaN,NaN
772,1269,NaN,NaN,NaN
773,1027,NaN,NaN,NaN
774,1114,NaN,NaN,NaN
775,3666,NaN,NaN,NaN
776,1449,NaN,NaN,NaN
777,1197,NaN,NaN,NaN
778,1194,NaN,NaN,NaN
779,3865,NaN,NaN,NaN
780,1535,NaN,NaN,NaN
781,1097,NaN,NaN,NaN
782,1419,NaN,NaN,NaN
783,3694,NaN,NaN,NaN
784,1793,NaN,NaN,NaN
785,1126,NaN,NaN,NaN
786,864,NaN,NaN,NaN
787,3846,NaN,NaN,NaN
788,1794,NaN,NaN,NaN
789,1221,NaN,NaN,NaN
790,898,NaN,NaN,NaN
791,3988,NaN,NaN,NaN
792,1761,NaN,NaN,NaN
793,1015,NaN,NaN,NaN
794,906,NaN,NaN,NaN
795,4022,NaN,NaN,NaN
796,1648,NaN,NaN,NaN
797,1556,NaN,NaN,NaN
798,1205,NaN,NaN,NaN
799,4183,NaN,NaN,NaN
800,1579,NaN,NaN,NaN
801,1141,NaN,NaN,NaN
802,967,NaN,NaN,NaN
803,3799,NaN,NaN,NaN
804,1368,NaN,NaN,NaN
805,1429,NaN,NaN,NaN
806,1202,NaN,NaN,NaN
807,3752,NaN,NaN,NaN
808,1594,NaN,NaN,NaN
809,1416,NaN,NaN,NaN
810,811,NaN,NaN,NaN
811,3760,NaN,NaN,NaN
812,1746,NaN,NaN,NaN
813,1167,NaN,NaN,NaN
814,1096,NaN,NaN,NaN
815,3810,NaN,NaN,NaN
816,1717,NaN,NaN,NaN
817,1319,NaN,NaN,NaN
818,970,NaN,NaN,NaN
819,4398,NaN,NaN,NaN
820,1170,NaN,NaN,NaN
821,1121,NaN,NaN,NaN
822,1018,NaN,NaN,NaN
823,3792,NaN,NaN,NaN
824,1156,NaN,NaN,NaN
825,1079,NaN,NaN,NaN
826,985,NaN,NaN,NaN
827,4222,NaN,NaN,NaN
828,1376,NaN,NaN,NaN
829,1028,NaN,NaN,NaN
830,1273,NaN,NaN,NaN
831,4138,NaN,NaN,NaN
832,1784,NaN,NaN,NaN
833,1254,NaN,NaN,NaN
834,1436,NaN,NaN,NaN
835,4210,NaN,NaN,NaN
836,1676,NaN,NaN,NaN
837,1139,NaN,NaN,NaN
838,1325,NaN,NaN,NaN
839,4181,NaN,NaN,NaN
840,1677,NaN,NaN,NaN
841,1355,NaN,NaN,NaN
842,1131,NaN,NaN,NaN
843,4321,NaN,NaN,NaN
844,1658,NaN,NaN,NaN
