,Q2,Q3,Q4,rawData
139,2122,NaN,NaN,NaN
140,2395,NaN,NaN,NaN
141,1447,NaN,NaN,NaN
142,1561,NaN,NaN,NaN
143,1712,NaN,NaN,NaN
144,2247,NaN,NaN,NaN
145,1340,NaN,NaN,NaN
146,1582,NaN,NaN,NaN
147,1762,NaN,NaN,NaN
148,2322,NaN,NaN,NaN
149,1435,NaN,NaN,NaN
150,1593,NaN,NaN,NaN
151,1947,NaN,NaN,NaN
152,2766,NaN,NaN,NaN
153,1418,NaN,NaN,NaN
154,1385,NaN,NaN,NaN
155,1727,NaN,NaN,NaN
156,2293,NaN,NaN,NaN
157,1576,NaN,NaN,NaN
158,1529,NaN,NaN,NaN
159,1741,NaN,NaN,NaN
160,2223,NaN,NaN,NaN
161,1532,NaN,NaN,NaN
162,1633,NaN,NaN,NaN
163,1558,NaN,NaN,NaN
164,2420,NaN,NaN,NaN
165,1361,NaN,NaN,NaN
166,1472,NaN,NaN,NaN
167,1592,NaN,NaN,NaN
168,2539,NaN,NaN,NaN
169,1761,NaN,NaN,NaN
170,1282,NaN,NaN,NaN
171,1610,NaN,NaN,NaN
172,2626,NaN,NaN,NaN
173,1650,NaN,NaN,NaN
174,1552,NaN,NaN,NaN
175,2154,NaN,NaN,NaN
176,2521,NaN,NaN,NaN
177,1449,NaN,NaN,NaN
178,1342,NaN,NaN,NaN
179,1747,NaN,NaN,NaN
180,2685,NaN,NaN,NaN
181,1754,NaN,NaN,NaN
182,1366,NaN,NaN,NaN
183,1830,NaN,NaN,NaN
184,2678,NaN,NaN,NaN
185,1715,NaN,NaN,NaN
186,1886,NaN,NaN,NaN
187,1750,NaN,NaN,NaN
188,2644,NaN,NaN,NaN
189,1587,NaN,NaN,NaN
190,1671,NaN,NaN,NaN
191,1995,NaN,NaN,NaN
192,2710,NaN,NaN,NaN
193,1701,NaN,NaN,NaN
194,1557,NaN,NaN,NaN
195,1726,NaN,NaN,NaN
196,2788,NaN,NaN,NaN
197,1365,NaN,NaN,NaN
198,1301,NaN,NaN,NaN
199,1945,NaN,NaN,NaN
200,3000,NaN,NaN,NaN
201,1392,NaN,NaN,NaN
202,1318,NaN,NaN,NaN
203,2147,NaN,NaN,NaN
204,2699,NaN,NaN,NaN
205,1343,NaN,NaN,NaN
206,1424,NaN,NaN,NaN
207,2075,NaN,NaN,NaN
208,2760,NaN,NaN,NaN
209,1564,NaN,NaN,NaN
210,1448,NaN,NaN,NaN
211,1800,NaN,NaN,NaN
212,2960,NaN,NaN,NaN
213,2052,NaN,NaN,NaN
214,1658,NaN,NaN,NaN
215,2084,NaN,NaN,NaN
216,2989,NaN,NaN,NaN
217,1388,NaN,NaN,NaN
218,1434,NaN,NaN,NaN
219,1749,NaN,NaN,NaN
220,2824,NaN,NaN,NaN
221,1711,NaN,NaN,NaN
222,1214,NaN,NaN,NaN
223,2327,NaN,NaN,NaN
224,3051,NaN,NaN,NaN
225,1388,NaN,NaN,NaN
226,1361,NaN,NaN,NaN
227,1935,NaN,NaN,NaN
228,3318,NaN,NaN,NaN
229,1777,NaN,NaN,NaN
230,1485,NaN,NaN,NaN
231,2032,NaN,NaN,NaN
232,3061,NaN,NaN,NaN
233,1618,NaN,NaN,NaN
234,1389,NaN,NaN,NaN
235,2141,NaN,NaN,NaN
236,3766,NaN,NaN,NaN
237,2311,NaN,NaN,NaN
238,1467,NaN,NaN,NaN
239,2448,NaN,NaN,NaN
240,3334,NaN,NaN,NaN
241,2083,NaN,NaN,NaN
242,1574,NaN,NaN,NaN
243,2154,NaN,NaN,NaN
244,3111,NaN,NaN,NaN
245,1526,NaN,NaN,NaN
246,1597,NaN,NaN,NaN
247,2169,NaN,NaN,NaN
248,3407,NaN,NaN,NaN
249,2306,NaN,NaN,NaN
250,1570,NaN,NaN,NaN
251,2720,NaN,NaN,NaN
252,3094,NaN,NaN,NaN
253,1298,NaN,NaN,NaN
254,1339,NaN,NaN,NaN
255,2289,NaN,NaN,NaN
256,3104,NaN,NaN,NaN
257,1428,NaN,NaN,NaN
258,1315,NaN,NaN,NaN
259,2007,NaN,NaN,NaN
260,3110,NaN,NaN,NaN
261,1917,NaN,NaN,NaN
262,1298,NaN,NaN,NaN
263,2159,NaN,NaN,NaN
264,3313,NaN,NaN,NaN
265,1485,NaN,NaN,NaN
266,1366,NaN,NaN,NaN
267,2293,NaN,NaN,NaN
268,3303,NaN,NaN,NaN
269,1983,NaN,NaN,NaN
270,1929,NaN,NaN,NaN
271,2331,NaN,NaN,NaN
272,3617,NaN,NaN,NaN
273,2042,NaN,NaN,NaN
274,1934,NaN,NaN,NaN
275,2299,NaN,NaN,NaN
276,3239,NaN,NaN,NaN
277,1758,NaN,NaN,NaN
278,1399,NaN,NaN,NaN
279,2125,NaN,NaN,NaN
280,3538,NaN,NaN,NaN
281,2176,NaN,NaN,NaN
282,1649,NaN,NaN,NaN
283,2436,NaN,NaN,NaN
284,3683,NaN,NaN,NaN
285,2383,NaN,NaN,NaN
286,1607,NaN,NaN,NaN
287,2122,NaN,NaN,NaN
288,3821,NaN,NaN,NaN
289,1992,NaN,NaN,NaN
290,1806,NaN,NaN,NaN
291,2387,NaN,NaN,NaN
292,3603,NaN,NaN,NaN
293,1734,NaN,NaN,NaN
294,1706,NaN,NaN,NaN
295,2414,NaN,NaN,NaN
296,3619,NaN,NaN,NaN
297,1605,NaN,NaN,NaN
298,1308,NaN,NaN,NaN
299,2332,NaN,NaN,NaN
300,3809,NaN,NaN,NaN
301,2075,NaN,NaN,NaN
302,1614,NaN,NaN,NaN
303,2154,NaN,NaN,NaN
304,3606,NaN,NaN,NaN
305,1616,NaN,NaN,NaN
306,1560,NaN,NaN,NaN
307,2116,NaN,NaN,NaN
308,3617,NaN,NaN,NaN
309,2506,NaN,NaN,NaN
310,1446,NaN,NaN,NaN
311,2175,NaN,NaN,NaN
312,4266,NaN,NaN,NaN
313,2035,NaN,NaN,NaN
314,1523,NaN,NaN,NaN
315,2638,NaN,NaN,NaN
316,4093,NaN,NaN,NaN
317,1580,NaN,NaN,NaN
318,1529,NaN,NaN,NaN
319,2776,NaN,NaN,NaN
320,4213,NaN,NaN,NaN
321,2088,NaN,NaN,NaN
322,1565,NaN,NaN,NaN
323,2270,NaN,NaN,NaN
324,3883,NaN,NaN,NaN
325,1945,NaN,NaN,NaN
326,1579,NaN,NaN,NaN
327,2824,NaN,NaN,NaN
328,3918,NaN,NaN,NaN
329,2125,NaN,NaN,NaN
330,1410,NaN,NaN,NaN
331,2539,NaN,NaN,NaN
332,4108,NaN,NaN,NaN
333,2516,NaN,NaN,NaN
334,1630,NaN,NaN,NaN
335,2291,NaN,NaN,NaN
336,4300,NaN,NaN,NaN
337,2003,NaN,NaN,NaN
338,2040,NaN,NaN,NaN
339,2874,NaN,NaN,NaN
340,4877,NaN,NaN,NaN
341,2060,NaN,NaN,NaN
342,1978,NaN,NaN,NaN
343,2675,NaN,NaN,NaN
344,4465,NaN,NaN,NaN
345,1592,NaN,NaN,NaN
346,1384,NaN,NaN,NaN
347,2357,NaN,NaN,NaN
348,4472,NaN,NaN,NaN
349,2104,NaN,NaN,NaN
350,1396,NaN,NaN,NaN
351,2343,NaN,NaN,NaN
352,4100,NaN,NaN,NaN
353,2169,NaN,NaN,NaN
354,1644,NaN,NaN,NaN
355,2940,NaN,NaN,NaN
356,4386,NaN,NaN,NaN
357,2101,NaN,NaN,NaN
358,1277,NaN,NaN,NaN
359,2574,NaN,NaN,NaN
360,4975,NaN,NaN,NaN
361,1889,NaN,NaN,NaN
362,1570,NaN,NaN,NaN
363,2470,NaN,NaN,NaN
364,4473,NaN,NaN,NaN
365,2183,NaN,NaN,NaN
366,2076,NaN,NaN,NaN
367,2857,NaN,NaN,NaN
368,4467,NaN,NaN,NaN
369,1595,NaN,NaN,NaN
370,1815,NaN,NaN,NaN
371,2900,NaN,NaN,NaN
372,4905,NaN,NaN,NaN
373,1763,NaN,NaN,NaN
374,1356,NaN,NaN,NaN
375,3210,NaN,NaN,NaN
376,5222,NaN,NaN,NaN
377,2378,NaN,NaN,NaN
378,1645,NaN,NaN,NaN
379,3068,NaN,NaN,NaN
380,4747,NaN,NaN,NaN
381,2215,NaN,NaN,NaN
382,1928,NaN,NaN,NaN
383,2618,NaN,NaN,NaN
384,4900,NaN,NaN,NaN
385,2182,NaN,NaN,NaN
386,1631,NaN,NaN,NaN
387,2803,NaN,NaN,NaN
388,5096,NaN,NaN,NaN
389,2316,NaN,NaN,NaN
390,1469,NaN,NaN,NaN
391,3317,NaN,NaN,NaN
392,4922,NaN,NaN,NaN
393,2577,NaN,NaN,NaN
394,1682,NaN,NaN,NaN
395,2678,NaN,NaN,NaN
396,4837,NaN,NaN,NaN
397,1897,NaN,NaN,NaN
398,1376,NaN,NaN,NaN
399,2885,NaN,NaN,NaN
400,5201,NaN,NaN,NaN
401,2309,NaN,NaN,NaN
402,1887,NaN,NaN,NaN
403,3116,NaN,NaN,NaN
404,5161,NaN,NaN,NaN
405,2208,NaN,NaN,NaN
406,1842,NaN,NaN,NaN
407,2906,NaN,NaN,NaN
408,5097,NaN,NaN,NaN
