,Q2,Q3,Q4,rawData
128,2221,NaN,NaN,NaN
129,1610,NaN,NaN,NaN
130,1585,NaN,NaN,NaN
131,1423,NaN,NaN,NaN
132,1268,NaN,NaN,NaN
133,1268,NaN,NaN,NaN
134,1459,NaN,NaN,NaN
135,1329,NaN,NaN,NaN
136,1269,NaN,NaN,NaN
137,1625,NaN,NaN,NaN
138,1451,NaN,NaN,NaN
139,1818,NaN,NaN,NaN
140,1327,NaN,NaN,NaN
141,1441,NaN,NaN,NaN
142,1236,NaN,NaN,NaN
143,1701,NaN,NaN,NaN
144,2339,NaN,NaN,NaN
145,1769,NaN,NaN,NaN
146,1405,NaN,NaN,NaN
147,1650,NaN,NaN,NaN
148,1426,NaN,NaN,NaN
149,1608,NaN,NaN,NaN
150,1433,NaN,NaN,NaN
151,1379,NaN,NaN,NaN
152,1423,NaN,NaN,NaN
153,1656,NaN,NaN,NaN
154,1692,NaN,NaN,NaN
155,1642,NaN,NaN,NaN
156,1567,NaN,NaN,NaN
157,1915,NaN,NaN,NaN
158,2109,NaN,NaN,NaN
159,2008,NaN,NaN,NaN
160,2287,NaN,NaN,NaN
161,1551,NaN,NaN,NaN
162,1711,NaN,NaN,NaN
163,1317,NaN,NaN,NaN
164,1753,NaN,NaN,NaN
165,1355,NaN,NaN,NaN
166,1443,NaN,NaN,NaN
167,1524,NaN,NaN,NaN
168,1655,NaN,NaN,NaN
169,1451,NaN,NaN,NaN
170,2023,NaN,NaN,NaN
171,1531,NaN,NaN,NaN
172,1498,NaN,NaN,NaN
173,1393,NaN,NaN,NaN
174,1614,NaN,NaN,NaN
175,1963,NaN,NaN,NaN
176,2823,NaN,NaN,NaN
177,1890,NaN,NaN,NaN
178,1603,NaN,NaN,NaN
179,1857,NaN,NaN,NaN
180,1878,NaN,NaN,NaN
181,1478,NaN,NaN,NaN
182,1614,NaN,NaN,NaN
183,1538,NaN,NaN,NaN
184,1492,NaN,NaN,NaN
185,1564,NaN,NaN,NaN
186,1322,NaN,NaN,NaN
187,1605,NaN,NaN,NaN
188,1961,NaN,NaN,NaN
189,1709,NaN,NaN,NaN
190,1477,NaN,NaN,NaN
191,1945,NaN,NaN,NaN
192,3271,NaN,NaN,NaN
193,1781,NaN,NaN,NaN
194,1398,NaN,NaN,NaN
195,1273,NaN,NaN,NaN
196,1431,NaN,NaN,NaN
197,1317,NaN,NaN,NaN
198,1411,NaN,NaN,NaN
199,1627,NaN,NaN,NaN
200,1223,NaN,NaN,NaN
201,1427,NaN,NaN,NaN
202,1281,NaN,NaN,NaN
203,1462,NaN,NaN,NaN
204,1659,NaN,NaN,NaN
205,1510,NaN,NaN,NaN
206,1623,NaN,NaN,NaN
207,1997,NaN,NaN,NaN
208,3251,NaN,NaN,NaN
209,1842,NaN,NaN,NaN
210,1280,NaN,NaN,NaN
211,1344,NaN,NaN,NaN
212,1319,NaN,NaN,NaN
213,1297,NaN,NaN,NaN
214,1753,NaN,NaN,NaN
215,1343,NaN,NaN,NaN
216,1530,NaN,NaN,NaN
217,1393,NaN,NaN,NaN
218,1733,NaN,NaN,NaN
219,1595,NaN,NaN,NaN
220,1496,NaN,NaN,NaN
221,1340,NaN,NaN,NaN
222,1382,NaN,NaN,NaN
223,2137,NaN,NaN,NaN
224,3127,NaN,NaN,NaN
225,1932,NaN,NaN,NaN
226,1911,NaN,NaN,NaN
227,1740,NaN,NaN,NaN
228,2037,NaN,NaN,NaN
229,1644,NaN,NaN,NaN
230,1421,NaN,NaN,NaN
231,1321,NaN,NaN,NaN
232,1277,NaN,NaN,NaN
233,1433,NaN,NaN,NaN
234,1257,NaN,NaN,NaN
235,1299,NaN,NaN,NaN
236,1427,NaN,NaN,NaN
237,1591,NaN,NaN,NaN
238,1328,NaN,NaN,NaN
239,2065,NaN,NaN,NaN
240,3442,NaN,NaN,NaN
241,1628,NaN,NaN,NaN
242,1685,NaN,NaN,NaN
243,1558,NaN,NaN,NaN
244,1378,NaN,NaN,NaN
245,1428,NaN,NaN,NaN
246,1475,NaN,NaN,NaN
247,1398,NaN,NaN,NaN
248,1767,NaN,NaN,NaN
249,1398,NaN,NaN,NaN
250,1564,NaN,NaN,NaN
251,1666,NaN,NaN,NaN
252,1785,NaN,NaN,NaN
253,1494,NaN,NaN,NaN
254,1369,NaN,NaN,NaN
255,2656,NaN,NaN,NaN
256,3116,NaN,NaN,NaN
257,1844,NaN,NaN,NaN
258,1476,NaN,NaN,NaN
259,1522,NaN,NaN,NaN
260,1470,NaN,NaN,NaN
261,2134,NaN,NaN,NaN
262,1521,NaN,NaN,NaN
263,1747,NaN,NaN,NaN
264,1671,NaN,NaN,NaN
265,1721,NaN,NaN,NaN
266,1663,NaN,NaN,NaN
267,1386,NaN,NaN,NaN
268,1287,NaN,NaN,NaN
269,1545,NaN,NaN,NaN
270,1360,NaN,NaN,NaN
271,1920,NaN,NaN,NaN
272,3088,NaN,NaN,NaN
273,1690,NaN,NaN,NaN
274,1688,NaN,NaN,NaN
275,1829,NaN,NaN,NaN
276,1448,NaN,NaN,NaN
277,1271,NaN,NaN,NaN
278,1494,NaN,NaN,NaN
279,2090,NaN,NaN,NaN
280,1469,NaN,NaN,NaN
281,1398,NaN,NaN,NaN
282,1694,NaN,NaN,NaN
283,1343,NaN,NaN,NaN
284,1830,NaN,NaN,NaN
285,1358,NaN,NaN,NaN
286,1936,NaN,NaN,NaN
287,2183,NaN,NaN,NaN
288,3162,NaN,NaN,NaN
289,2109,NaN,NaN,NaN
290,1518,NaN,NaN,NaN
291,1921,NaN,NaN,NaN
292,1440,NaN,NaN,NaN
293,1622,NaN,NaN,NaN
294,1622,NaN,NaN,NaN
295,1470,NaN,NaN,NaN
296,1555,NaN,NaN,NaN
297,1756,NaN,NaN,NaN
298,1915,NaN,NaN,NaN
299,1974,NaN,NaN,NaN
300,1941,NaN,NaN,NaN
301,1763,NaN,NaN,NaN
302,1502,NaN,NaN,NaN
303,2370,NaN,NaN,NaN
304,3302,NaN,NaN,NaN
305,1485,NaN,NaN,NaN
306,1541,NaN,NaN,NaN
307,1727,NaN,NaN,NaN
308,1308,NaN,NaN,NaN
309,1310,NaN,NaN,NaN
310,1345,NaN,NaN,NaN
311,1301,NaN,NaN,NaN
312,1462,NaN,NaN,NaN
313,1986,NaN,NaN,NaN
314,1469,NaN,NaN,NaN
315,1403,NaN,NaN,NaN
316,1807,NaN,NaN,NaN
317,1416,NaN,NaN,NaN
318,1593,NaN,NaN,NaN
319,2896,NaN,NaN,NaN
320,4230,NaN,NaN,NaN
321,1808,NaN,NaN,NaN
322,1432,NaN,NaN,NaN
323,1515,NaN,NaN,NaN
324,1339,NaN,NaN,NaN
325,1393,NaN,NaN,NaN
326,1434,NaN,NaN,NaN
327,1356,NaN,NaN,NaN
328,1919,NaN,NaN,NaN
329,2074,NaN,NaN,NaN
330,2151,NaN,NaN,NaN
331,1865,NaN,NaN,NaN
332,1685,NaN,NaN,NaN
333,1616,NaN,NaN,NaN
334,1583,NaN,NaN,NaN
335,2169,NaN,NaN,NaN
336,3502,NaN,NaN,NaN
337,1461,NaN,NaN,NaN
338,1255,NaN,NaN,NaN
339,1457,NaN,NaN,NaN
340,1396,NaN,NaN,NaN
341,1419,NaN,NaN,NaN
342,1420,NaN,NaN,NaN
