,Q2,Q3,Q4,rawData
246,801,NaN,NaN,NaN
247,720,NaN,NaN,NaN
248,1039,NaN,NaN,NaN
249,641,NaN,NaN,NaN
250,890,NaN,NaN,NaN
251,935,NaN,NaN,NaN
252,1046,NaN,NaN,NaN
253,813,NaN,NaN,NaN
254,671,NaN,NaN,NaN
255,1455,NaN,NaN,NaN
256,1945,NaN,NaN,NaN
257,1143,NaN,NaN,NaN
258,739,NaN,NaN,NaN
259,743,NaN,NaN,NaN
260,730,NaN,NaN,NaN
261,1325,NaN,NaN,NaN
262,784,NaN,NaN,NaN
263,1008,NaN,NaN,NaN
264,895,NaN,NaN,NaN
265,1009,NaN,NaN,NaN
266,974,NaN,NaN,NaN
267,705,NaN,NaN,NaN
268,670,NaN,NaN,NaN
269,883,NaN,NaN,NaN
270,698,NaN,NaN,NaN
271,803,NaN,NaN,NaN
272,1997,NaN,NaN,NaN
273,1040,NaN,NaN,NaN
274,1009,NaN,NaN,NaN
275,1195,NaN,NaN,NaN
276,760,NaN,NaN,NaN
277,631,NaN,NaN,NaN
278,830,NaN,NaN,NaN
279,1355,NaN,NaN,NaN
280,810,NaN,NaN,NaN
281,735,NaN,NaN,NaN
282,994,NaN,NaN,NaN
283,673,NaN,NaN,NaN
284,1167,NaN,NaN,NaN
285,652,NaN,NaN,NaN
286,1269,NaN,NaN,NaN
287,931,NaN,NaN,NaN
288,1997,NaN,NaN,NaN
289,1370,NaN,NaN,NaN
290,797,NaN,NaN,NaN
291,1231,NaN,NaN,NaN
292,728,NaN,NaN,NaN
293,917,NaN,NaN,NaN
294,923,NaN,NaN,NaN
295,713,NaN,NaN,NaN
296,829,NaN,NaN,NaN
297,944,NaN,NaN,NaN
298,1173,NaN,NaN,NaN
299,1216,NaN,NaN,NaN
300,1214,NaN,NaN,NaN
301,1124,NaN,NaN,NaN
302,814,NaN,NaN,NaN
303,1245,NaN,NaN,NaN
304,2158,NaN,NaN,NaN
305,781,NaN,NaN,NaN
306,914,NaN,NaN,NaN
307,1014,NaN,NaN,NaN
308,669,NaN,NaN,NaN
309,658,NaN,NaN,NaN
310,685,NaN,NaN,NaN
311,643,NaN,NaN,NaN
312,758,NaN,NaN,NaN
313,1326,NaN,NaN,NaN
314,753,NaN,NaN,NaN
315,731,NaN,NaN,NaN
316,1107,NaN,NaN,NaN
317,745,NaN,NaN,NaN
318,915,NaN,NaN,NaN
319,1613,NaN,NaN,NaN
320,2924,NaN,NaN,NaN
321,1103,NaN,NaN,NaN
322,759,NaN,NaN,NaN
323,831,NaN,NaN,NaN
324,663,NaN,NaN,NaN
325,690,NaN,NaN,NaN
326,728,NaN,NaN,NaN
327,653,NaN,NaN,NaN
328,1227,NaN,NaN,NaN
329,1331,NaN,NaN,NaN
330,1372,NaN,NaN,NaN
331,1157,NaN,NaN,NaN
332,970,NaN,NaN,NaN
333,949,NaN,NaN,NaN
334,949,NaN,NaN,NaN
335,881,NaN,NaN,NaN
336,2308,NaN,NaN,NaN
337,787,NaN,NaN,NaN
338,624,NaN,NaN,NaN
339,767,NaN,NaN,NaN
340,750,NaN,NaN,NaN
341,750,NaN,NaN,NaN
342,734,NaN,NaN,NaN
