,get_latency
0,5
1,124
2,106
3,103
4,91
5,114
6,74
7,178
8,118
9,143
10,181
11,247
12,146
13,181
14,214
15,261
16,181
17,231
18,272
19,322
20,321
21,266
22,316
23,367
24,363
25,305
26,369
27,451
28,426
29,529
30,218
31,509
32,498
33,407
34,474
35,828
36,551
37,666
38,834
39,955
40,623
41,764
42,909
43,1049
44,890
45,1129
46,1051
47,1639
48,1199
49,1177
50,1439
51,1774
52,1706
53,1483
54,1826
55,2620
56,2139
57,2418
58,3350
59,4455
60,3451
61,4153
62,5528
63,7439
64,6836
