,Q2,Q3,Q4,rawData
221,1119,NaN,NaN,NaN
222,1121,NaN,NaN,NaN
223,1209,NaN,NaN,NaN
224,1974,NaN,NaN,NaN
225,839,NaN,NaN,NaN
226,776,NaN,NaN,NaN
227,708,NaN,NaN,NaN
228,762,NaN,NaN,NaN
229,752,NaN,NaN,NaN
230,881,NaN,NaN,NaN
231,737,NaN,NaN,NaN
232,909,NaN,NaN,NaN
233,791,NaN,NaN,NaN
234,851,NaN,NaN,NaN
235,817,NaN,NaN,NaN
236,896,NaN,NaN,NaN
237,800,NaN,NaN,NaN
238,940,NaN,NaN,NaN
239,813,NaN,NaN,NaN
240,967,NaN,NaN,NaN
241,767,NaN,NaN,NaN
242,909,NaN,NaN,NaN
243,806,NaN,NaN,NaN
244,1013,NaN,NaN,NaN
245,809,NaN,NaN,NaN
246,1002,NaN,NaN,NaN
247,841,NaN,NaN,NaN
248,1004,NaN,NaN,NaN
249,856,NaN,NaN,NaN
250,1070,NaN,NaN,NaN
251,1076,NaN,NaN,NaN
252,1148,NaN,NaN,NaN
253,871,NaN,NaN,NaN
254,1097,NaN,NaN,NaN
255,1105,NaN,NaN,NaN
256,2104,NaN,NaN,NaN
257,882,NaN,NaN,NaN
258,772,NaN,NaN,NaN
259,688,NaN,NaN,NaN
260,800,NaN,NaN,NaN
261,645,NaN,NaN,NaN
262,878,NaN,NaN,NaN
263,701,NaN,NaN,NaN
264,746,NaN,NaN,NaN
265,925,NaN,NaN,NaN
266,1005,NaN,NaN,NaN
267,773,NaN,NaN,NaN
268,949,NaN,NaN,NaN
269,919,NaN,NaN,NaN
270,839,NaN,NaN,NaN
271,1012,NaN,NaN,NaN
272,784,NaN,NaN,NaN
273,963,NaN,NaN,NaN
274,1028,NaN,NaN,NaN
275,881,NaN,NaN,NaN
276,1094,NaN,NaN,NaN
277,754,NaN,NaN,NaN
278,1063,NaN,NaN,NaN
279,1122,NaN,NaN,NaN
280,929,NaN,NaN,NaN
281,1179,NaN,NaN,NaN
282,1236,NaN,NaN,NaN
283,1198,NaN,NaN,NaN
284,1167,NaN,NaN,NaN
285,1003,NaN,NaN,NaN
286,971,NaN,NaN,NaN
287,1370,NaN,NaN,NaN
288,2432,NaN,NaN,NaN
289,871,NaN,NaN,NaN
290,815,NaN,NaN,NaN
291,626,NaN,NaN,NaN
292,865,NaN,NaN,NaN
293,718,NaN,NaN,NaN
294,859,NaN,NaN,NaN
295,760,NaN,NaN,NaN
296,886,NaN,NaN,NaN
297,755,NaN,NaN,NaN
298,949,NaN,NaN,NaN
299,985,NaN,NaN,NaN
300,599,NaN,NaN,NaN
301,977,NaN,NaN,NaN
302,833,NaN,NaN,NaN
303,1070,NaN,NaN,NaN
304,1038,NaN,NaN,NaN
305,785,NaN,NaN,NaN
306,1016,NaN,NaN,NaN
307,1106,NaN,NaN,NaN
308,809,NaN,NaN,NaN
309,1044,NaN,NaN,NaN
310,843,NaN,NaN,NaN
311,1100,NaN,NaN,NaN
312,1100,NaN,NaN,NaN
313,869,NaN,NaN,NaN
314,1182,NaN,NaN,NaN
315,1181,NaN,NaN,NaN
316,1154,NaN,NaN,NaN
317,904,NaN,NaN,NaN
318,1187,NaN,NaN,NaN
319,1248,NaN,NaN,NaN
320,1667,NaN,NaN,NaN
321,1340,NaN,NaN,NaN
322,905,NaN,NaN,NaN
323,716,NaN,NaN,NaN
324,795,NaN,NaN,NaN
325,727,NaN,NaN,NaN
326,850,NaN,NaN,NaN
327,668,NaN,NaN,NaN
328,892,NaN,NaN,NaN
329,772,NaN,NaN,NaN
330,927,NaN,NaN,NaN
331,789,NaN,NaN,NaN
332,923,NaN,NaN,NaN
333,956,NaN,NaN,NaN
334,837,NaN,NaN,NaN
335,979,NaN,NaN,NaN
336,835,NaN,NaN,NaN
337,993,NaN,NaN,NaN
338,1083,NaN,NaN,NaN
339,1025,NaN,NaN,NaN
340,833,NaN,NaN,NaN
341,1037,NaN,NaN,NaN
342,1109,NaN,NaN,NaN
343,913,NaN,NaN,NaN
344,1098,NaN,NaN,NaN
345,1116,NaN,NaN,NaN
346,871,NaN,NaN,NaN
347,1125,NaN,NaN,NaN
348,1075,NaN,NaN,NaN
349,1218,NaN,NaN,NaN
350,1220,NaN,NaN,NaN
351,1467,NaN,NaN,NaN
352,1737,NaN,NaN,NaN
